Date,Year,Month,Region,Product,Channel,Customer_Segment,Units_Sold,Revenue_USD
2023-03-01,2023,3,MENA,Robo-Advisory Investment,Partner/Broker,Retail,167,34315.89
2023-04-01,2023,4,MENA,Robo-Advisory Investment,Branch (Assisted),Retail,187,40946.33
2023-05-01,2023,5,MENA,Robo-Advisory Investment,Web Platform,Mass Affluent,175,38360.24
2023-06-01,2023,6,MENA,Robo-Advisory Investment,Mobile App,SME,179,40820.16
2023-07-01,2023,7,MENA,Robo-Advisory Investment,Mobile App,Mass Affluent,168,34975.14
2023-08-01,2023,8,MENA,Robo-Advisory Investment,Web Platform,SME,195,40273.55
2023-09-01,2023,9,MENA,Robo-Advisory Investment,Mobile App,Retail,182,37903.25
2023-10-01,2023,10,MENA,Robo-Advisory Investment,Partner/Broker,SME,187,40689.56
2023-11-01,2023,11,MENA,Robo-Advisory Investment,Mobile App,Mass Affluent,237,49210.45
2023-12-01,2023,12,MENA,Robo-Advisory Investment,Partner/Broker,Retail,214,45692.55
2024-01-01,2024,1,MENA,Robo-Advisory Investment,Partner/Broker,Retail,304,60201.51
2024-02-01,2024,2,MENA,Robo-Advisory Investment,Mobile App,Retail,353,74835.29
2024-03-01,2024,3,MENA,Robo-Advisory Investment,Web Platform,SME,229,49516.67
2024-04-01,2024,4,MENA,Robo-Advisory Investment,Web Platform,Retail,227,49069.6
2024-05-01,2024,5,MENA,Robo-Advisory Investment,Branch (Assisted),Retail,257,52842.2
2024-06-01,2024,6,MENA,Robo-Advisory Investment,Web Platform,Retail,247,55148.62
2024-07-01,2024,7,MENA,Robo-Advisory Investment,Web Platform,Retail,225,46155.23
2024-08-01,2024,8,MENA,Robo-Advisory Investment,Web Platform,Retail,245,52628.27
2024-09-01,2024,9,MENA,Robo-Advisory Investment,Partner/Broker,SME,268,55911.67
2024-10-01,2024,10,MENA,Robo-Advisory Investment,Web Platform,Retail,262,52764.02
2024-11-01,2024,11,MENA,Robo-Advisory Investment,Branch (Assisted),Retail,289,62078.56
2024-12-01,2024,12,MENA,Robo-Advisory Investment,Web Platform,SME,266,56641.63
2025-01-01,2025,1,MENA,Robo-Advisory Investment,Mobile App,SME,439,91152.63
2025-02-01,2025,2,MENA,Robo-Advisory Investment,Mobile App,Retail,434,89911.57
2025-03-01,2025,3,MENA,Robo-Advisory Investment,Mobile App,Mass Affluent,301,57843.99
2025-04-01,2025,4,MENA,Robo-Advisory Investment,Web Platform,Private/HNW,267,58479.63
2025-05-01,2025,5,MENA,Robo-Advisory Investment,Web Platform,SME,268,60042.93
2025-06-01,2025,6,MENA,Robo-Advisory Investment,Mobile App,Retail,286,61654.61
2025-07-01,2025,7,MENA,Robo-Advisory Investment,Mobile App,Mass Affluent,349,72579.81
2025-08-01,2025,8,MENA,Robo-Advisory Investment,Mobile App,Mass Affluent,320,66154.58
2025-09-01,2025,9,MENA,Robo-Advisory Investment,Mobile App,Private/HNW,325,64508.84
2025-10-01,2025,10,MENA,Robo-Advisory Investment,Web Platform,SME,296,64699.1
2025-11-01,2025,11,MENA,Robo-Advisory Investment,Branch (Assisted),SME,387,79782.24
2025-12-01,2025,12,MENA,Robo-Advisory Investment,Mobile App,Retail,351,78872.97
2023-01-01,2023,1,MENA,Fixed Deposit / Savings Plan,Mobile App,SME,291,26950.49
2023-02-01,2023,2,MENA,Fixed Deposit / Savings Plan,Partner/Broker,SME,333,32880.28
2023-03-01,2023,3,MENA,Fixed Deposit / Savings Plan,Web Platform,Mass Affluent,370,35521.59
2023-04-01,2023,4,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,331,30917.61
2023-05-01,2023,5,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Retail,306,29880.54
2023-06-01,2023,6,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Retail,353,33060.95
2023-07-01,2023,7,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Retail,349,33384.39
2023-08-01,2023,8,MENA,Fixed Deposit / Savings Plan,Mobile App,Private/HNW,347,33401.78
2023-09-01,2023,9,MENA,Fixed Deposit / Savings Plan,Web Platform,Retail,299,29196.1
2023-10-01,2023,10,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,407,41578.74
2023-11-01,2023,11,MENA,Fixed Deposit / Savings Plan,Mobile App,SME,380,35672.74
2023-12-01,2023,12,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,410,41521.2
2024-01-01,2024,1,MENA,Fixed Deposit / Savings Plan,Web Platform,Retail,363,35638.96
2024-02-01,2024,2,MENA,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,385,35571.11
2024-03-01,2024,3,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,423,37222.99
2024-04-01,2024,4,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,432,40644.44
2024-05-01,2024,5,MENA,Fixed Deposit / Savings Plan,Mobile App,Retail,390,37920.32
2024-06-01,2024,6,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Retail,416,40229.25
2024-07-01,2024,7,MENA,Fixed Deposit / Savings Plan,Web Platform,Private/HNW,529,48293.95
2024-08-01,2024,8,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Mass Affluent,436,44127.16
2024-09-01,2024,9,MENA,Fixed Deposit / Savings Plan,Mobile App,Private/HNW,438,40403.51
2024-10-01,2024,10,MENA,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,443,43423.92
2024-11-01,2024,11,MENA,Fixed Deposit / Savings Plan,Web Platform,Mass Affluent,429,39778.31
2024-12-01,2024,12,MENA,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,510,47051.77
2025-01-01,2025,1,MENA,Fixed Deposit / Savings Plan,Web Platform,SME,547,53887.49
2025-02-01,2025,2,MENA,Fixed Deposit / Savings Plan,Web Platform,SME,519,48333.54
2025-03-01,2025,3,MENA,Fixed Deposit / Savings Plan,Mobile App,SME,565,54307.53
2025-04-01,2025,4,MENA,Fixed Deposit / Savings Plan,Mobile App,SME,474,42766.45
2025-05-01,2025,5,MENA,Fixed Deposit / Savings Plan,Partner/Broker,Retail,462,41665.17
2025-06-01,2025,6,MENA,Fixed Deposit / Savings Plan,Branch (Assisted),Mass Affluent,559,54353.78
2025-07-01,2025,7,MENA,Fixed Deposit / Savings Plan,Partner/Broker,SME,525,51748.62
2025-08-01,2025,8,MENA,Fixed Deposit / Savings Plan,Web Platform,Private/HNW,615,57178.74
2025-09-01,2025,9,MENA,Fixed Deposit / Savings Plan,Partner/Broker,SME,606,58401.71
2025-10-01,2025,10,MENA,Fixed Deposit / Savings Plan,Web Platform,Private/HNW,600,59036.95
2025-11-01,2025,11,MENA,Fixed Deposit / Savings Plan,Branch (Assisted),SME,654,64898.63
2025-12-01,2025,12,MENA,Fixed Deposit / Savings Plan,Branch (Assisted),SME,684,67039.29
2023-01-01,2023,1,MENA,Wealth Management (HNW),Mobile App,SME,8,27584.83
2023-02-01,2023,2,MENA,Wealth Management (HNW),Mobile App,Retail,7,25405.28
2023-03-01,2023,3,MENA,Wealth Management (HNW),Branch (Assisted),SME,8,24282.12
2023-04-01,2023,4,MENA,Wealth Management (HNW),Mobile App,Retail,7,26117.21
2023-05-01,2023,5,MENA,Wealth Management (HNW),Branch (Assisted),Retail,9,31790.54
2023-06-01,2023,6,MENA,Wealth Management (HNW),Partner/Broker,Retail,9,31379.21
2023-07-01,2023,7,MENA,Wealth Management (HNW),Web Platform,Retail,9,31150.88
2023-08-01,2023,8,MENA,Wealth Management (HNW),Mobile App,SME,9,31076.8
2023-09-01,2023,9,MENA,Wealth Management (HNW),Web Platform,Retail,10,35218.14
2023-10-01,2023,10,MENA,Wealth Management (HNW),Mobile App,Retail,9,30223.03
2023-11-01,2023,11,MENA,Wealth Management (HNW),Web Platform,SME,10,34910.4
2023-12-01,2023,12,MENA,Wealth Management (HNW),Web Platform,Retail,9,30901.28
2024-01-01,2024,1,MENA,Wealth Management (HNW),Mobile App,SME,10,34770.12
2024-02-01,2024,2,MENA,Wealth Management (HNW),Partner/Broker,Retail,10,33086.52
2024-03-01,2024,3,MENA,Wealth Management (HNW),Mobile App,Mass Affluent,9,32718.6
2024-04-01,2024,4,MENA,Wealth Management (HNW),Mobile App,Retail,10,35245.94
2024-05-01,2024,5,MENA,Wealth Management (HNW),Web Platform,Retail,11,37755.1
2024-06-01,2024,6,MENA,Wealth Management (HNW),Web Platform,Retail,10,34651.53
2024-07-01,2024,7,MENA,Wealth Management (HNW),Web Platform,Retail,12,38719.61
2024-08-01,2024,8,MENA,Wealth Management (HNW),Mobile App,Retail,11,36448.41
2024-09-01,2024,9,MENA,Wealth Management (HNW),Mobile App,Retail,11,37663.99
2024-10-01,2024,10,MENA,Wealth Management (HNW),Mobile App,SME,13,45470.42
2024-11-01,2024,11,MENA,Wealth Management (HNW),Partner/Broker,Retail,11,40314.59
2024-12-01,2024,12,MENA,Wealth Management (HNW),Branch (Assisted),Retail,14,48518.24
2025-01-01,2025,1,MENA,Wealth Management (HNW),Partner/Broker,SME,12,42859.57
2025-02-01,2025,2,MENA,Wealth Management (HNW),Branch (Assisted),Retail,12,41568.95
2025-03-01,2025,3,MENA,Wealth Management (HNW),Mobile App,Retail,13,45820.08
2025-04-01,2025,4,MENA,Wealth Management (HNW),Web Platform,Retail,14,48050.45
2025-05-01,2025,5,MENA,Wealth Management (HNW),Web Platform,SME,14,47956.76
2025-06-01,2025,6,MENA,Wealth Management (HNW),Mobile App,Retail,14,44386.6
2025-07-01,2025,7,MENA,Wealth Management (HNW),Partner/Broker,SME,14,47227.29
2025-08-01,2025,8,MENA,Wealth Management (HNW),Mobile App,SME,16,54045.29
2025-09-01,2025,9,MENA,Wealth Management (HNW),Web Platform,Retail,15,51977.6
2025-10-01,2025,10,MENA,Wealth Management (HNW),Mobile App,Retail,14,52483.45
2025-11-01,2025,11,MENA,Wealth Management (HNW),Mobile App,Mass Affluent,16,56814.31
2025-12-01,2025,12,MENA,Wealth Management (HNW),Web Platform,Retail,14,47032.45
2023-01-01,2023,1,APAC,Personal Loan,Mobile App,Retail,400,60432.36
2023-02-01,2023,2,APAC,Personal Loan,Partner/Broker,SME,322,47507.25
2023-03-01,2023,3,APAC,Personal Loan,Web Platform,Retail,472,65119.02
2023-04-01,2023,4,APAC,Personal Loan,Web Platform,Retail,435,67830.01
2023-05-01,2023,5,APAC,Personal Loan,Mobile App,Mass Affluent,350,51259.73
2023-06-01,2023,6,APAC,Personal Loan,Mobile App,Private/HNW,402,55223.79
2023-07-01,2023,7,APAC,Personal Loan,Mobile App,Retail,337,46465.65
2023-08-01,2023,8,APAC,Personal Loan,Web Platform,Retail,365,60156.1
2023-09-01,2023,9,APAC,Personal Loan,Mobile App,SME,423,61456.74
2023-10-01,2023,10,APAC,Personal Loan,Web Platform,Mass Affluent,433,60766.4
2023-11-01,2023,11,APAC,Personal Loan,Web Platform,Retail,422,59702.28
2023-12-01,2023,12,APAC,Personal Loan,Mobile App,SME,444,63647.8
2024-01-01,2024,1,APAC,Personal Loan,Web Platform,Retail,448,67519.68
2024-02-01,2024,2,APAC,Personal Loan,Web Platform,Mass Affluent,500,70254.57
2024-03-01,2024,3,APAC,Personal Loan,Mobile App,Retail,586,83600.39
2024-04-01,2024,4,APAC,Personal Loan,Branch (Assisted),Mass Affluent,541,76550.01
2024-05-01,2024,5,APAC,Personal Loan,Mobile App,Retail,421,63699.8
2024-06-01,2024,6,APAC,Personal Loan,Web Platform,Retail,425,62791.16
2024-07-01,2024,7,APAC,Personal Loan,Mobile App,Retail,444,67630.91
2024-08-01,2024,8,APAC,Personal Loan,Web Platform,Mass Affluent,432,62963.15
2024-09-01,2024,9,APAC,Personal Loan,Web Platform,Retail,464,63671.92
2024-10-01,2024,10,APAC,Personal Loan,Mobile App,Retail,534,77734.03
2024-11-01,2024,11,APAC,Personal Loan,Mobile App,Retail,548,83378.25
2024-12-01,2024,12,APAC,Personal Loan,Partner/Broker,Retail,477,68502.18
2025-01-01,2025,1,APAC,Personal Loan,Mobile App,SME,538,81764.82
2025-02-01,2025,2,APAC,Personal Loan,Mobile App,SME,535,74745.02
2025-03-01,2025,3,APAC,Personal Loan,Partner/Broker,SME,718,93014.61
2025-04-01,2025,4,APAC,Personal Loan,Partner/Broker,SME,665,97723.32
2025-05-01,2025,5,APAC,Personal Loan,Mobile App,SME,613,88921.8
2025-06-01,2025,6,APAC,Personal Loan,Mobile App,Mass Affluent,568,83801.54
2025-07-01,2025,7,APAC,Personal Loan,Partner/Broker,Retail,452,66398.62
2025-08-01,2025,8,APAC,Personal Loan,Web Platform,Retail,474,63853.69
2025-09-01,2025,9,APAC,Personal Loan,Mobile App,Private/HNW,589,86567.46
2025-10-01,2025,10,APAC,Personal Loan,Mobile App,Retail,548,81964.26
2025-11-01,2025,11,APAC,Personal Loan,Web Platform,Retail,566,81344.73
2025-12-01,2025,12,APAC,Personal Loan,Web Platform,Retail,648,93354.33
2023-01-01,2023,1,APAC,Credit Card,Mobile App,Mass Affluent,686,43900.22
2023-02-01,2023,2,APAC,Credit Card,Branch (Assisted),SME,733,47900.64
2023-03-01,2023,3,APAC,Credit Card,Branch (Assisted),SME,1005,60620.47
2023-04-01,2023,4,APAC,Credit Card,Partner/Broker,Retail,918,58661.6
2023-05-01,2023,5,APAC,Credit Card,Mobile App,Mass Affluent,828,54417.17
2023-06-01,2023,6,APAC,Credit Card,Mobile App,Retail,866,57146.9
2023-07-01,2023,7,APAC,Credit Card,Web Platform,Mass Affluent,879,57375.25
2023-08-01,2023,8,APAC,Credit Card,Mobile App,Mass Affluent,937,60761.65
2023-09-01,2023,9,APAC,Credit Card,Web Platform,Retail,902,55136.23
2023-10-01,2023,10,APAC,Credit Card,Mobile App,Retail,919,55297.64
2023-11-01,2023,11,APAC,Credit Card,Branch (Assisted),Retail,1150,75731.65
2023-12-01,2023,12,APAC,Credit Card,Mobile App,Mass Affluent,1256,81650.87
2024-01-01,2024,1,APAC,Credit Card,Partner/Broker,Retail,891,57276.83
2024-02-01,2024,2,APAC,Credit Card,Branch (Assisted),Retail,858,54849.39
2024-03-01,2024,3,APAC,Credit Card,Mobile App,Retail,879,58638.19
2024-04-01,2024,4,APAC,Credit Card,Web Platform,Retail,933,62720.22
2024-05-01,2024,5,APAC,Credit Card,Partner/Broker,Private/HNW,937,61382.11
2024-06-01,2024,6,APAC,Credit Card,Partner/Broker,Retail,827,53575.58
2024-07-01,2024,7,APAC,Credit Card,Web Platform,SME,1071,68637.03
2024-08-01,2024,8,APAC,Credit Card,Web Platform,Private/HNW,1007,66306.67
2024-09-01,2024,9,APAC,Credit Card,Mobile App,Mass Affluent,835,52949.55
2024-10-01,2024,10,APAC,Credit Card,Web Platform,Mass Affluent,1114,68974.98
2024-11-01,2024,11,APAC,Credit Card,Web Platform,SME,1508,101533.02
2024-12-01,2024,12,APAC,Credit Card,Mobile App,SME,1318,86882.88
2025-01-01,2025,1,APAC,Credit Card,Mobile App,Retail,851,54304.4
2025-02-01,2025,2,APAC,Credit Card,Mobile App,Mass Affluent,933,60892.8
2025-03-01,2025,3,APAC,Credit Card,Web Platform,Retail,1220,77255.52
2025-04-01,2025,4,APAC,Credit Card,Branch (Assisted),Private/HNW,1286,92408.17
2025-05-01,2025,5,APAC,Credit Card,Web Platform,Retail,1011,64227.98
2025-06-01,2025,6,APAC,Credit Card,Mobile App,SME,1150,74944.7
2025-07-01,2025,7,APAC,Credit Card,Branch (Assisted),Retail,1249,86245.08
2025-08-01,2025,8,APAC,Credit Card,Web Platform,SME,1366,82839.18
2025-09-01,2025,9,APAC,Credit Card,Mobile App,Retail,1326,84579.07
2025-10-01,2025,10,APAC,Credit Card,Mobile App,Private/HNW,1380,86736.14
2025-11-01,2025,11,APAC,Credit Card,Mobile App,Retail,1619,102626.13
2025-12-01,2025,12,APAC,Credit Card,Partner/Broker,SME,1945,122548.75
2023-01-01,2023,1,APAC,Mortgage,Mobile App,Retail,42,53523.0
2023-02-01,2023,2,APAC,Mortgage,Mobile App,Retail,44,54473.86
2023-03-01,2023,3,APAC,Mortgage,Partner/Broker,SME,53,70151.26
2023-04-01,2023,4,APAC,Mortgage,Mobile App,SME,68,81394.19
2023-05-01,2023,5,APAC,Mortgage,Branch (Assisted),Retail,64,83160.72
2023-06-01,2023,6,APAC,Mortgage,Mobile App,Private/HNW,72,87484.56
2023-07-01,2023,7,APAC,Mortgage,Mobile App,Retail,56,69465.0
2023-08-01,2023,8,APAC,Mortgage,Mobile App,Retail,59,78333.21
2023-09-01,2023,9,APAC,Mortgage,Mobile App,Retail,64,87535.93
2023-10-01,2023,10,APAC,Mortgage,Mobile App,SME,53,66129.3
2023-11-01,2023,11,APAC,Mortgage,Mobile App,Retail,63,76064.38
2023-12-01,2023,12,APAC,Mortgage,Mobile App,SME,53,69007.45
2024-01-01,2024,1,APAC,Mortgage,Partner/Broker,Mass Affluent,54,68200.37
2024-02-01,2024,2,APAC,Mortgage,Mobile App,Retail,60,74412.4
2024-03-01,2024,3,APAC,Mortgage,Mobile App,Retail,55,67172.28
2024-04-01,2024,4,APAC,Mortgage,Mobile App,Retail,83,108943.55
2024-05-01,2024,5,APAC,Mortgage,Web Platform,SME,78,98143.51
2024-06-01,2024,6,APAC,Mortgage,Partner/Broker,SME,86,102080.34
2024-07-01,2024,7,APAC,Mortgage,Branch (Assisted),Private/HNW,64,79848.35
2024-08-01,2024,8,APAC,Mortgage,Web Platform,Mass Affluent,64,82281.21
2024-09-01,2024,9,APAC,Mortgage,Web Platform,Retail,71,88865.19
2024-10-01,2024,10,APAC,Mortgage,Web Platform,Retail,66,79891.82
2024-11-01,2024,11,APAC,Mortgage,Partner/Broker,SME,71,92266.05
2024-12-01,2024,12,APAC,Mortgage,Mobile App,Retail,61,75454.86
2025-01-01,2025,1,APAC,Mortgage,Web Platform,Retail,66,80528.97
2025-02-01,2025,2,APAC,Mortgage,Mobile App,Retail,68,82853.65
2025-03-01,2025,3,APAC,Mortgage,Mobile App,Private/HNW,76,95876.04
2025-04-01,2025,4,APAC,Mortgage,Partner/Broker,SME,104,128210.65
2025-05-01,2025,5,APAC,Mortgage,Mobile App,Retail,87,107729.42
2025-06-01,2025,6,APAC,Mortgage,Partner/Broker,Retail,77,97407.84
2025-07-01,2025,7,APAC,Mortgage,Web Platform,Retail,80,99908.17
2025-08-01,2025,8,APAC,Mortgage,Mobile App,Private/HNW,75,91795.31
2025-09-01,2025,9,APAC,Mortgage,Web Platform,Private/HNW,87,107610.56
2025-10-01,2025,10,APAC,Mortgage,Mobile App,SME,81,97315.59
2025-11-01,2025,11,APAC,Mortgage,Mobile App,Retail,87,101972.65
2025-12-01,2025,12,APAC,Mortgage,Partner/Broker,Private/HNW,70,88802.59
2023-01-01,2023,1,APAC,SME Business Loan,Branch (Assisted),Retail,77,64091.46
2023-02-01,2023,2,APAC,SME Business Loan,Mobile App,Retail,81,72354.32
2023-03-01,2023,3,APAC,SME Business Loan,Partner/Broker,Retail,89,78823.19
2023-04-01,2023,4,APAC,SME Business Loan,Mobile App,Mass Affluent,84,72651.2
2023-05-01,2023,5,APAC,SME Business Loan,Mobile App,Mass Affluent,92,79653.55
2023-06-01,2023,6,APAC,SME Business Loan,Partner/Broker,Mass Affluent,89,83062.64
2023-07-01,2023,7,APAC,SME Business Loan,Branch (Assisted),SME,91,83714.06
2023-08-01,2023,8,APAC,SME Business Loan,Branch (Assisted),Retail,88,84285.25
2023-09-01,2023,9,APAC,SME Business Loan,Web Platform,Retail,85,78096.51
2023-10-01,2023,10,APAC,SME Business Loan,Mobile App,SME,102,86817.52
2023-11-01,2023,11,APAC,SME Business Loan,Web Platform,Retail,88,79293.22
2023-12-01,2023,12,APAC,SME Business Loan,Mobile App,Retail,99,78595.89
2024-01-01,2024,1,APAC,SME Business Loan,Partner/Broker,Retail,100,85190.95
2024-02-01,2024,2,APAC,SME Business Loan,Web Platform,Retail,90,80994.21
2024-03-01,2024,3,APAC,SME Business Loan,Web Platform,Retail,111,94249.4
2024-04-01,2024,4,APAC,SME Business Loan,Mobile App,SME,108,93874.22
2024-05-01,2024,5,APAC,SME Business Loan,Mobile App,Mass Affluent,95,84068.05
2024-06-01,2024,6,APAC,SME Business Loan,Branch (Assisted),SME,95,85459.62
2024-07-01,2024,7,APAC,SME Business Loan,Mobile App,Mass Affluent,104,90181.2
2024-08-01,2024,8,APAC,SME Business Loan,Partner/Broker,SME,107,85811.58
2024-09-01,2024,9,APAC,SME Business Loan,Web Platform,Retail,113,96680.17
2024-10-01,2024,10,APAC,SME Business Loan,Mobile App,SME,106,93448.51
2024-11-01,2024,11,APAC,SME Business Loan,Web Platform,Retail,112,105469.64
2024-12-01,2024,12,APAC,SME Business Loan,Branch (Assisted),Retail,117,105327.67
2025-01-01,2025,1,APAC,SME Business Loan,Web Platform,Mass Affluent,124,114254.67
2025-02-01,2025,2,APAC,SME Business Loan,Partner/Broker,Mass Affluent,112,105991.76
2025-03-01,2025,3,APAC,SME Business Loan,Web Platform,Mass Affluent,117,100596.29
2025-04-01,2025,4,APAC,SME Business Loan,Web Platform,SME,120,107011.59
2025-05-01,2025,5,APAC,SME Business Loan,Partner/Broker,Retail,122,103075.7
2025-06-01,2025,6,APAC,SME Business Loan,Partner/Broker,Mass Affluent,122,105628.65
2025-07-01,2025,7,APAC,SME Business Loan,Mobile App,Retail,124,111492.44
2025-08-01,2025,8,APAC,SME Business Loan,Branch (Assisted),SME,124,104315.74
2025-09-01,2025,9,APAC,SME Business Loan,Web Platform,Retail,133,117865.68
2025-10-01,2025,10,APAC,SME Business Loan,Mobile App,Retail,133,114721.41
2025-11-01,2025,11,APAC,SME Business Loan,Branch (Assisted),Retail,148,122750.56
2025-12-01,2025,12,APAC,SME Business Loan,Mobile App,Retail,135,123868.26
2023-01-01,2023,1,APAC,Robo-Advisory Investment,Mobile App,Mass Affluent,339,65934.6
2023-02-01,2023,2,APAC,Robo-Advisory Investment,Branch (Assisted),Mass Affluent,339,69091.25
2023-03-01,2023,3,APAC,Robo-Advisory Investment,Web Platform,Retail,273,56297.91
2023-04-01,2023,4,APAC,Robo-Advisory Investment,Mobile App,Retail,253,52000.93
2023-05-01,2023,5,APAC,Robo-Advisory Investment,Web Platform,SME,278,56549.86
2023-06-01,2023,6,APAC,Robo-Advisory Investment,Web Platform,Retail,296,59663.43
2023-07-01,2023,7,APAC,Robo-Advisory Investment,Branch (Assisted),Retail,276,56796.44
2023-08-01,2023,8,APAC,Robo-Advisory Investment,Partner/Broker,Retail,333,75025.49
2023-09-01,2023,9,APAC,Robo-Advisory Investment,Mobile App,Retail,333,67686.65
2023-10-01,2023,10,APAC,Robo-Advisory Investment,Partner/Broker,Retail,343,71054.83
2023-11-01,2023,11,APAC,Robo-Advisory Investment,Partner/Broker,Private/HNW,296,61265.23
2023-12-01,2023,12,APAC,Robo-Advisory Investment,Web Platform,Retail,320,67090.69
2024-01-01,2024,1,APAC,Robo-Advisory Investment,Mobile App,Mass Affluent,458,89870.89
2024-02-01,2024,2,APAC,Robo-Advisory Investment,Web Platform,Retail,449,94486.8
2024-03-01,2024,3,APAC,Robo-Advisory Investment,Branch (Assisted),Mass Affluent,292,61342.69
2024-04-01,2024,4,APAC,Robo-Advisory Investment,Branch (Assisted),Mass Affluent,363,74859.44
2024-05-01,2024,5,APAC,Robo-Advisory Investment,Mobile App,Retail,330,63318.26
2024-06-01,2024,6,APAC,Robo-Advisory Investment,Web Platform,Mass Affluent,328,69894.97
2024-07-01,2024,7,APAC,Robo-Advisory Investment,Mobile App,Mass Affluent,349,68114.87
2024-08-01,2024,8,APAC,Robo-Advisory Investment,Partner/Broker,Retail,295,62233.12
2024-09-01,2024,9,APAC,Robo-Advisory Investment,Partner/Broker,Retail,362,75607.84
2024-10-01,2024,10,APAC,Robo-Advisory Investment,Mobile App,Retail,403,83363.83
2024-11-01,2024,11,APAC,Robo-Advisory Investment,Partner/Broker,Mass Affluent,363,73019.7
2024-12-01,2024,12,APAC,Robo-Advisory Investment,Web Platform,SME,350,68371.98
2025-01-01,2025,1,APAC,Robo-Advisory Investment,Web Platform,SME,557,120729.5
2025-02-01,2025,2,APAC,Robo-Advisory Investment,Web Platform,Retail,598,124182.13
2025-03-01,2025,3,APAC,Robo-Advisory Investment,Web Platform,SME,375,79951.83
2025-04-01,2025,4,APAC,Robo-Advisory Investment,Branch (Assisted),Retail,424,96245.63
2025-05-01,2025,5,APAC,Robo-Advisory Investment,Branch (Assisted),Retail,454,95370.9
2025-06-01,2025,6,APAC,Robo-Advisory Investment,Branch (Assisted),Private/HNW,382,86745.44
2025-07-01,2025,7,APAC,Robo-Advisory Investment,Web Platform,Retail,374,72622.22
2025-08-01,2025,8,APAC,Robo-Advisory Investment,Partner/Broker,Retail,367,76071.58
2025-09-01,2025,9,APAC,Robo-Advisory Investment,Mobile App,Retail,376,78907.39
2025-10-01,2025,10,APAC,Robo-Advisory Investment,Partner/Broker,Retail,439,97116.01
2025-11-01,2025,11,APAC,Robo-Advisory Investment,Mobile App,Mass Affluent,425,92905.78
2025-12-01,2025,12,APAC,Robo-Advisory Investment,Mobile App,Retail,461,90867.38
2023-01-01,2023,1,APAC,Fixed Deposit / Savings Plan,Web Platform,SME,442,43587.69
2023-02-01,2023,2,APAC,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,459,42941.52
2023-03-01,2023,3,APAC,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,508,51136.46
2023-04-01,2023,4,APAC,Fixed Deposit / Savings Plan,Mobile App,Private/HNW,508,46851.39
2023-05-01,2023,5,APAC,Fixed Deposit / Savings Plan,Web Platform,SME,417,41357.01
2023-06-01,2023,6,APAC,Fixed Deposit / Savings Plan,Partner/Broker,Retail,479,39287.81
2023-07-01,2023,7,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,484,48451.21
2023-08-01,2023,8,APAC,Fixed Deposit / Savings Plan,Partner/Broker,Retail,517,49524.09
2023-09-01,2023,9,APAC,Fixed Deposit / Savings Plan,Mobile App,SME,457,43146.26
2023-10-01,2023,10,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,468,43492.46
2023-11-01,2023,11,APAC,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,571,54823.09
2023-12-01,2023,12,APAC,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,546,47689.86
2024-01-01,2024,1,APAC,Fixed Deposit / Savings Plan,Mobile App,Private/HNW,523,50930.82
2024-02-01,2024,2,APAC,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,487,46223.47
2024-03-01,2024,3,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,554,53463.58
2024-04-01,2024,4,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,424,37821.07
2024-05-01,2024,5,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,549,50586.25
2024-06-01,2024,6,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,546,54871.83
2024-07-01,2024,7,APAC,Fixed Deposit / Savings Plan,Partner/Broker,SME,648,60660.45
2024-08-01,2024,8,APAC,Fixed Deposit / Savings Plan,Mobile App,SME,547,48421.98
2024-09-01,2024,9,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,658,64035.79
2024-10-01,2024,10,APAC,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,652,64954.01
2024-11-01,2024,11,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,653,61271.84
2024-12-01,2024,12,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,728,71652.49
2025-01-01,2025,1,APAC,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,734,70528.69
2025-02-01,2025,2,APAC,Fixed Deposit / Savings Plan,Partner/Broker,Retail,725,66039.62
